token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO999	0	0	0	okay	okay	_	_	_	_	_	linguistic	_	none	_	Begin=2.464	_	_	_	_
0-1	TO999	0	0	1	allora,	allora	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	End=3.795	_	_	_	_
1-0	TO999	1	1	0	e::h	eh	_	_	_	_	_	linguistic	_	none	_	Begin=4.75	0x2	_	_	_
1-1	TO999	1	1	1	livia,	livia	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	_	_	_	_	_
1-2	TO999	1	1	2	tu	tu	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-3	TO999	1	1	3	sei	sei	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
1-4	TO999	1	1	4	di?	di	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=7.1	_	_	_	_
2-0	BO014	2	2	0	@nomepaese,	@nomepaese	_	_	_	_	_	anonymized	_	none	Intonation=WeaklyRising	Begin=7.237|End=7.92	_	_	_	_
3-0	TO999	3	3	0	sei	sei	_	_	_	_	_	linguistic	_	none	_	Begin=8.032	_	_	_	_
3-1	TO999	3	3	1	di	di	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	TO999	3	3	2	@nomepaese,	@nomepaese	_	_	_	_	_	anonymized	_	none	Intonation=WeaklyRising|PauseAfter=Yes	_	_	_	_	_
3-3	TO999	3	3	3	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
3-4	TO999	3	3	4	e	e	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-5	TO999	3	3	5	vivi	vivi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-6	TO999	3	3	6	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-7	TO999	3	3	7	@nomepaese,	@nomepaese	_	_	_	_	_	anonymized	_	none	Intonation=WeaklyRising	_	_	_	_	_
3-8	TO999	3	3	8	o	o	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-9	TO999	3	3	9	vi[vi	vivi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	2-4(0)
3-10	TO999	3	3	10	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-1(0)
3-11	TO999	3	3	11	bologna]?	bologna	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=11.389	_	_	_	0-7(0)
4-0	BO014	4	4	0	[sì],	sì	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising|PauseAfter=Yes	Begin=10.6	_	_	_	0-2(0)
4-1	BO014	4	4	1	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
4-2	BO014	4	4	2	vivo	vivo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	BO014	4	4	3	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	BO014	4	4	4	@nomepaese	@nomepaese	_	_	_	_	_	anonymized	_	none	_	End=11.96	_	_	_	_
5-0	TO999	5	5	0	vivi	vivi	_	_	_	_	_	linguistic	_	none	_	Begin=12.217	_	_	_	_
5-1	TO999	5	5	1	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	TO999	5	5	2	@nomepaese,	@nomepaese	_	_	_	_	_	anonymized	_	none	Intonation=WeaklyRising	_	_	_	_	_
5-3	TO999	5	5	3	okay	okay	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
5-4	TO999	5	5	4	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
5-5	TO999	5	5	5	e:::	e	_	_	_	_	_	linguistic	_	none	_	_	0x3	_	_	_
5-6	TO999	5	5	6	dove	dove	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-7	TO999	5	5	7	vivi,	vivi	_	_	_	_	_	linguistic	_	none	Intonation=WeaklyRising	_	_	_	_	_
5-8	TO999	5	5	8	con	con	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-9	TO999	5	5	9	chi?	chi	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=15.863	_	_	_	_
6-0	BO014	6	6	0	vivo	vivo	_	_	_	_	_	linguistic	_	none	_	Begin=15.891	_	_	_	_
6-1	BO014	6	6	1	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-2	BO014	6	6	2	casa	casa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-3	BO014	6	6	3	con	con	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-4	BO014	6	6	4	i	i	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-5	BO014	6	6	5	miei.	miei	_	_	_	_	_	linguistic	_	none	Intonation=Falling	End=17.43	_	_	_	_
