token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	TO085	0	0	0	io	io	_	_	_	_	_	linguistic	_	none	_	Begin=0.014	_	_	_	_
0-1	TO085	0	0	1	ci	ci	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-2	TO085	0	0	2	provo	provo	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
0-3	TO085	0	0	3	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
0-4	TO085	0	0	4	va	va	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
0-5	TO085	0	0	5	bene?	bene	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=2.65	_	_	_	_
1-0	TO094	1	1	0	cosa?	cosa	_	_	_	_	_	linguistic	_	none	Intonation=Rising	Begin=2.882|End=3.546	_	_	_	_
2-0	TO085	2	2	0	[a	a	_	_	_	_	_	linguistic	_	none	_	Begin=3.875	_	_	_	0-1(0)
2-1	TO085	2	2	1	registra]re	registrare	_	_	_	_	_	linguistic	_	none	_	End=4.996	_	_	_	0-8(0)
3-0	TO092	3	3	0	[a	a	_	_	_	_	_	linguistic	_	none	_	Begin=3.875	_	_	_	0-1(0)
3-1	TO092	3	3	1	registrare]	registrare	_	_	_	_	_	linguistic	_	none	_	End=4.806	_	_	_	0-10(0)
4-0	TO093	4	4	0	c'	c'	_	_	_	_	_	linguistic	_	none	SpaceAfter=No	Begin=5.387	_	_	_	_
4-1	TO093	4	4	1	è	è	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-2	TO093	4	4	2	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	TO093	4	4	3	schedina	schedina	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	TO093	4	4	4	piena?	piena	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=6.494	_	_	_	_
5-0	TO085	5	5	0	no	no	_	_	_	_	_	linguistic	_	none	_	Begin=6.595	_	_	_	_
5-1	TO085	5	5	1	ho	ho	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	TO085	5	5	2	cancellato	cancellato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-3	TO085	5	5	3	due	due	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-4	TO085	5	5	4	file	file	_	_	_	_	_	linguistic	_	none	_	End=8.744	_	_	_	_
6-0	TO085	6	6	0	cosa	cosa	_	_	_	_	_	linguistic	_	none	_	Begin=13.412	_	_	_	_
6-1	TO085	6	6	1	fai?	fai	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=14.334	_	_	_	_
7-0	TO085	7	7	0	{ride}	{ride}	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=14.373|End=15.148	_	_	_	_
8-0	TO094	8	8	0	mh?	mh	_	_	_	_	_	linguistic	_	none	Intonation=Rising	Begin=15.152|End=15.572	_	_	_	_
9-0	TO085	9	9	0	cosa	cosa	_	_	_	_	_	linguistic	_	none	_	Begin=15.955	_	_	_	_
9-1	TO085	9	9	1	fai?	fai	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=17.197	_	_	_	_
10-0	TO094	10	10	0	e::h	eh	_	_	_	_	_	linguistic	_	none	_	Begin=18.155	0x2	_	_	_
10-1	TO094	10	10	1	>cioè<	cioè	_	_	_	_	_	linguistic	_	none	_	_	_	Fast=0-4(0)	_	_
10-2	TO094	10	10	2	ma	ma	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-3	TO094	10	10	3	perché	perché	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-4	TO094	10	10	4	fa	fa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-5	TO094	10	10	5	così	così	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-6	TO094	10	10	6	[secondo	secondo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-7(1)
10-7	TO094	10	10	7	te]?	te	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=21.031	_	_	_	0-2(1)
11-0	TO085	11	11	0	[oddio::]::	oddio	_	_	_	_	_	linguistic	_	none	_	Begin=20.068|End=21.404	4x4	_	_	0-5(1)
12-0	TO094	12	12	0	che	che	_	_	_	_	_	linguistic	_	none	_	Begin=23.263	_	_	_	_
12-1	TO094	12	12	1	cac[chio	cacchio	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	3-7(2)
12-2	TO094	12	12	2	è]?	è	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=24.415	_	_	_	0-1(2)
13-0	TO085	13	13	0	[inizia]	inizia	_	_	_	_	_	linguistic	_	none	_	Begin=23.712	_	_	_	0-6(2)
13-1	TO085	13	13	1	premi	premi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-2	TO085	13	13	2	inizia	inizia	_	_	_	_	_	linguistic	_	none	_	End=25.598	_	_	_	_
14-0	TO085	14	14	0	eh	eh	_	_	_	_	_	linguistic	_	none	_	Begin=29.536|End=30.065	_	_	_	_
15-0	TO085	15	15	0	{ride}	{ride}	_	_	_	_	_	nonverbalbehavior	_	none	_	Begin=31.605	_	_	_	_
15-1	TO085	15	15	1	continua	continua	_	_	_	_	_	linguistic	_	none	_	End=33.179	_	_	_	_
16-0	TO094	16	16	0	sì	sì	_	_	_	_	_	linguistic	_	none	_	Begin=34.249	_	_	_	_
16-1	TO094	16	16	1	ma	ma	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-2	TO094	16	16	2	proprio	proprio	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-3	TO094	16	16	3	quando	quando	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
16-4	TO094	16	16	4	devo::	devo	_	_	_	_	_	linguistic	_	none	_	End=35.847	3x2	_	_	_
17-0	TO094	17	17	0	vabbè	vabbè	_	_	_	_	_	linguistic	_	none	_	Begin=36.871	_	_	_	_
17-1	TO094	17	17	1	proprio	proprio	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
17-2	TO094	17	17	2	quando	quando	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
17-3	TO094	17	17	3	devo	devo	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
17-4	TO094	17	17	4	{P}	{P}	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
17-5	TO094	17	17	5	dio	dio	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
17-6	TO094	17	17	6	sa:nto	santo	_	_	_	_	_	linguistic	_	none	_	End=39.53	1x1	_	_	_
18-0	TO085	18	18	0	marta:::	marta	_	_	_	_	_	linguistic	_	none	_	Begin=39.788|End=40.851	4x3	_	_	_
19-0	TO085	19	19	0	prova	prova	_	_	_	_	_	linguistic	_	none	_	Begin=41.31	_	_	_	_
19-1	TO085	19	19	1	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
19-2	TO085	19	19	2	vedere	vedere	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
19-3	TO085	19	19	3	se	se	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
19-4	TO085	19	19	4	ti	ti	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
19-5	TO085	19	19	5	va	va	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
19-6	TO085	19	19	6	adesso	adesso	_	_	_	_	_	linguistic	_	none	_	End=43.497	_	_	_	_
20-0	TO092	20	20	0	vi	vi	_	_	_	_	_	linguistic	_	none	_	Begin=49.254	_	_	_	_
20-1	TO092	20	20	1	prendo	prendo	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
20-2	TO092	20	20	2	un	un	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
20-3	TO092	20	20	3	po'	po'	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
