token_id	speaker	tu_id	span	form	type	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	BO097	0	eva	eva	linguistic	none	_	Begin=2.64	_	_	_	_
0-1	BO097	0	non	non	linguistic	none	_	_	_	_	_	_
0-2	BO097	0	mi	mi	linguistic	none	_	_	_	_	_	_
0-3	BO097	0	piace	piace	linguistic	none	_	_	_	_	_	_
0-4	BO097	0	questo	questo	linguistic	none	_	_	_	_	_	_
0-5	BO097	0	libro	libro	linguistic	none	_	End=4.948	_	_	_	_
1-0	BO095	1	non	non	linguistic	none	_	Begin=4.98	_	_	_	_
1-1	BO095	1	ti	ti	linguistic	none	_	_	_	_	_	_
1-2	BO095	1	piace	piace	linguistic	none	_	_	_	_	_	_
1-3	BO095	1	questo	questo	linguistic	none	_	_	_	_	_	_
1-4	BO095	1	libro?	libro	linguistic	none	Intonation=rising	_	_	_	_	_
1-5	BO095	1	perché?	perché	linguistic	none	Intonation=rising	End=6.85	_	_	_	_
2-0	BO097	2	no:	no	linguistic	none	_	Begin=6.85	1x1	_	_	_
2-1	BO097	2	ma	ma	linguistic	none	_	_	_	_	_	_
2-2	BO097	2	ha	ha	linguistic	none	_	_	_	_	_	_
2-3	BO097	2	vinto	vinto	linguistic	none	_	_	_	_	_	_
2-4	BO097	2	il	il	linguistic	none	_	_	_	_	_	_
2-5	BO097	2	premio	premio	linguistic	none	_	_	_	_	_	_
2-6	BO097	2	strega	strega	linguistic	none	_	_	_	_	_	_
2-7	BO097	2	e	e	linguistic	none	_	_	_	_	_	_
2-8	BO097	2	mi	mi	linguistic	none	_	_	_	_	_	_
2-9	BO097	2	ero	ero	linguistic	none	_	_	_	_	_	_
2-10	BO097	2	ripromessa	ripromessa	linguistic	none	_	_	_	_	_	_
2-11	BO097	2	di	di	linguistic	none	_	_	_	_	_	_
2-12	BO097	2	leggerlo	leggerlo	linguistic	none	_	End=10.548	_	_	_	_
3-0	BO095	3	mh	mh	linguistic	none	_	Begin=10.548	_	_	_	_
3-1	BO095	3	mh,	mh	linguistic	none	Intonation=weakly_rising	End=11.089	_	_	_	_
4-0	BO097	4	cosa:	cosa	linguistic	none	_	Begin=11.089|End=12.28	3x1	_	_	_
5-0	BO097	5	co[sa]	cosa	linguistic	none	_	Begin=13.006|End=13.56	_	_	_	2-4(0)
6-0	BO095	6	[xx]x	x	unknown	none	_	Begin=13.248	_	_	_	0-2(0)
6-1	BO095	6	non	non	linguistic	none	_	_	_	_	_	_
6-2	BO095	6	vedo	vedo	linguistic	none	_	_	_	_	_	_
6-3	BO095	6	senza	senza	linguistic	none	_	_	_	_	_	_
6-4	BO095	6	xxx	x	unknown	none	_	End=15.563	_	_	_	_
7-0	BO097	7	xx	x	unknown	none	_	Begin=15.834	_	_	_	_
7-1	BO097	7	letto	letto	linguistic	none	_	_	_	_	_	_
